,chr,start,end,Input_count,MeCP2_count,corresponding_loci,MeCP2_signal,loci_name
749,chr16,36000001,40000000,1923958.0,4145647.0,chr16_38751910_38759991,1.1075199714141095,chr16_36000001_40000000
750,chr16,39000001,43000000,2093572.0,1256285.0,chr16_41248159_41259990,-0.7368027444123184,chr16_39000001_43000000
751,chr16,39000001,43000000,2093572.0,1256285.0,chr16_41536946_41547906,-0.7368027444123184,chr16_39000001_43000000
752,chr16,40000001,44000000,2167974.0,1758412.0,chr16_42294880_42304770,-0.30207431802099705,chr16_40000001_44000000
753,chr16,40000001,44000000,2167974.0,1758412.0,chr16_42916381_42928359,-0.30207431802099705,chr16_40000001_44000000
754,chr16,41000001,45000000,2153265.0,2781218.0,chr16_43751609_43759978,0.36919095041946803,chr16_41000001_45000000
755,chr16,41000001,45000000,2153265.0,2781218.0,chr16_43952198_43961899,0.36919095041946803,chr16_41000001_45000000
756,chr16,42000001,46000000,2085523.0,3136809.0,chr16_44253125_44261936,0.5888884633473874,chr16_42000001_46000000
757,chr16,44000001,48000000,1882746.0,2429971.0,chr16_46248681_46260000,0.36810071632050034,chr16_44000001_48000000
758,chr16,46000001,50000000,1867530.0,1619887.0,chr16_48747409_48759999,-0.20523824148415223,chr16_46000001_50000000
759,chr16,48000001,52000000,1949050.0,1977612.0,chr16_50716194_50725308,0.020988301264162724,chr16_48000001_52000000
760,chr16,49000001,53000000,2047411.0,1922654.0,chr16_51242067_51259984,-0.09070158070234335,chr16_49000001_53000000
761,chr16,50000001,54000000,1951362.0,1600730.0,chr16_52112184_52123710,-0.28575145461606194,chr16_50000001_54000000
762,chr16,51000001,55000000,1843788.0,1091937.0,chr16_53740049_53759840,-0.7557831617942162,chr16_51000001_55000000
763,chr16,54000001,58000000,1881823.0,2272941.0,chr16_56250052_56259951,0.2724292979734153,chr16_54000001_58000000
764,chr16,56000001,60000000,1817584.0,2539860.0,chr16_58480348_58489387,0.4827269360625556,chr16_56000001_60000000
765,chr16,56000001,60000000,1817584.0,2539860.0,chr16_58745230_58759995,0.4827269360625556,chr16_56000001_60000000
766,chr16,59000001,63000000,1680591.0,1391476.0,chr16_61240991_61259970,-0.2723526377967181,chr16_59000001_63000000
767,chr16,61000001,65000000,1801186.0,1231140.0,chr16_63745850_63759586,-0.5489523409733388,chr16_61000001_65000000
768,chr16,64000001,68000000,1866525.0,1277462.0,chr16_66240386_66259991,-0.5470744553459282,chr16_64000001_68000000
769,chr16,65000001,69000000,1800967.0,1127557.0,chr16_67578897_67609116,-0.675571380169601,chr16_65000001_69000000
770,chr16,66000001,70000000,1776877.0,873673.0,chr16_68749251_68759895,-1.0241785065505933,chr16_66000001_70000000
771,chr16,69000001,73000000,1866405.0,1133433.0,chr16_71247897_71259980,-0.7195629649807378,chr16_69000001_73000000
772,chr16,71000001,75000000,1990396.0,1284831.0,chr16_73749011_73759967,-0.6314768839895442,chr16_71000001_75000000
773,chr16,72000001,76000000,2067122.0,1331968.0,chr16_74139205_74152106,-0.6340641154097932,chr16_72000001_76000000
774,chr16,74000001,78000000,2070616.0,1466825.0,chr16_76249954_76259884,-0.4973632674888173,chr16_74000001_78000000
775,chr16,75000001,79000000,1997617.0,1996871.0,chr16_77417968_77429420,-0.0005388678163587589,chr16_75000001_79000000
776,chr16,75000001,79000000,1997617.0,1996871.0,chr16_77636361_77662128,-0.0005388678163587589,chr16_75000001_79000000
777,chr16,76000001,80000000,1920353.0,1930205.0,chr16_78582213_78592487,0.007382546923581439,chr16_76000001_80000000
778,chr16,76000001,80000000,1920353.0,1930205.0,chr16_78746911_78759962,0.007382546923581439,chr16_76000001_80000000
779,chr16,79000001,83000000,1733291.0,855715.0,chr16_81245907_81259980,-1.0183116018414224,chr16_79000001_83000000
780,chr16,81000001,85000000,1795320.0,1276898.0,chr16_83741515_83760000,-0.49159772907513133,chr16_81000001_85000000
781,chr16,84000001,88000000,1987310.0,2735520.0,chr16_86250092_86259997,0.460998167838158,chr16_84000001_88000000
782,chr16,86000001,90000000,1919572.0,3503012.0,chr16_88156732_88171169,0.867811255951896,chr16_86000001_90000000
783,chr16,86000001,90000000,1919572.0,3503012.0,chr16_88748079_88759967,0.867811255951896,chr16_86000001_90000000
784,chr16,87000001,91000000,1935556.0,6365620.0,chr16_89560673_89570395,1.7175529882310516,chr16_87000001_91000000
785,chr16,88000001,92000000,1935316.0,8233186.0,chr16_90960147_90971159,2.0888816690520753,chr16_88000001_92000000
786,chr16,89000001,93000000,1958930.0,11185521.0,chr16_91245598_91259983,2.5134947052426155,chr16_89000001_93000000
787,chr16,91000001,95000000,2026108.0,12520460.0,chr16_93752120_93759945,2.627504584704797,chr16_91000001_95000000
788,chr16,92000001,96000000,2027083.0,12010146.0,chr16_93999696_94009421,2.5667766220628483,chr16_92000001_96000000
789,chr16,92000001,96000000,2027083.0,12010146.0,chr16_94295909_94308749,2.5667766220628483,chr16_92000001_96000000
790,chr16,92000001,96000000,2027083.0,12010146.0,chr16_94450013_94460369,2.5667766220628483,chr16_92000001_96000000
791,chr16,93000001,97000000,2021972.0,10369221.0,chr16_95411676_95422401,2.358472589807378,chr16_93000001_97000000
792,chr16,94000001,98000000,2076786.0,8993404.0,chr16_96247978_96259899,2.114514715625431,chr16_94000001_98000000
793,chr16,95000001,98207767,1579202.0,5917370.0,chr16_97727882_97736787,1.9057603843969415,chr16_95000001_98207767
794,chr17,1000001,5000000,1003339.0,2076544.0,chr17_3748765_3760001,1.0493753070753198,chr17_1000001_5000000
795,chr17,4000001,8000000,1358367.0,5767676.0,chr17_6788605_6798500,2.0861168074864493,chr17_4000001_8000000
796,chr17,6000001,10000000,1325473.0,5980810.0,chr17_8752587_8760000,2.17383360372316,chr17_6000001_10000000
797,chr17,9000001,13000000,2074588.0,6751531.0,chr17_11250040_11259911,1.7023898348343864,chr17_9000001_13000000
798,chr17,9000001,13000000,2074588.0,6751531.0,chr17_11720744_11731478,1.7023898348343864,chr17_9000001_13000000
799,chr17,11000001,15000000,1655395.0,6975868.0,chr17_13749997_13759997,2.075197236178236,chr17_11000001_15000000
800,chr17,11000001,15000000,1655395.0,6975868.0,chr17_13874515_13886447,2.075197236178236,chr17_11000001_15000000
801,chr17,13000001,17000000,1512339.0,4657493.0,chr17_15375655_15383354,1.6227720361720661,chr17_13000001_17000000
802,chr17,14000001,18000000,1657643.0,4334533.0,chr17_16248664_16259972,1.3867432339401493,chr17_14000001_18000000
803,chr17,16000001,20000000,1228648.0,1072415.0,chr17_18745059_18759066,-0.19620834803585202,chr17_16000001_20000000
804,chr17,19000001,23000000,1334798.0,1168283.0,chr17_21240004_21258865,-0.19223164098640735,chr17_19000001_23000000
805,chr17,21000001,25000000,1342346.0,6529749.0,chr17_23534089_23545770,2.282270951216229,chr17_21000001_25000000
806,chr17,21000001,25000000,1342346.0,6529749.0,chr17_23749888_23759904,2.282270951216229,chr17_21000001_25000000
807,chr17,22000001,26000000,1411198.0,12284471.0,chr17_24066479_24075541,3.1218434065028706,chr17_22000001_26000000
808,chr17,24000001,28000000,1913748.0,23307574.0,chr17_26244544_26259946,3.6063260723175503,chr17_24000001_28000000
809,chr17,26000001,30000000,1943793.0,23011059.0,chr17_28748105_28759540,3.565380884291639,chr17_26000001_30000000
810,chr17,29000001,33000000,2466184.0,16989400.0,chr17_31249338_31260001,2.7842825558213207,chr17_29000001_33000000
811,chr17,29000001,33000000,2466184.0,16989400.0,chr17_31828338_31836011,2.7842825558213207,chr17_29000001_33000000
812,chr17,31000001,35000000,1660156.0,11770793.0,chr17_33752074_33759960,2.8258207993359994,chr17_31000001_35000000
813,chr17,32000001,36000000,1576182.0,11056723.0,chr17_34118482_34127312,2.810417825934013,chr17_32000001_36000000
814,chr17,33000001,37000000,1471242.0,9977542.0,chr17_35532318_35547941,2.7616498761956514,chr17_33000001_37000000
815,chr17,34000001,38000000,1445572.0,9041793.0,chr17_36249576_36259999,2.6449684221118592,chr17_34000001_38000000
816,chr17,36000001,40000000,2643899.0,2875280.0,chr17_38740076_38759969,0.12103538988830412,chr17_36000001_40000000
817,chr17,39000001,43000000,2599934.0,2039839.0,chr17_41248556_41259959,-0.3500197125823095,chr17_39000001_43000000
818,chr17,41000001,45000000,1863645.0,3547380.0,chr17_43054291_43063616,0.9286268103115896,chr17_41000001_45000000
819,chr17,41000001,45000000,1863645.0,3547380.0,chr17_43750175_43759987,0.9286268103115896,chr17_41000001_45000000
820,chr17,42000001,46000000,1979146.0,7345465.0,chr17_44232723_44241510,1.8919757798087304,chr17_42000001_46000000
821,chr17,44000001,48000000,1914531.0,14938252.0,chr17_46252234_46259998,2.9639484154573563,chr17_44000001_48000000
822,chr17,44000001,48000000,1914531.0,14938252.0,chr17_46849154_46862188,2.9639484154573563,chr17_44000001_48000000
823,chr17,46000001,50000000,1856857.0,14980600.0,chr17_48385421_48394913,3.01216078744333,chr17_46000001_50000000
824,chr17,46000001,50000000,1856857.0,14980600.0,chr17_48573588_48583264,3.01216078744333,chr17_46000001_50000000
825,chr17,46000001,50000000,1856857.0,14980600.0,chr17_48751772_48759974,3.01216078744333,chr17_46000001_50000000
826,chr17,46000001,50000000,1856857.0,14980600.0,chr17_48798642_48808511,3.01216078744333,chr17_46000001_50000000
827,chr17,47000001,51000000,1929244.0,11837082.0,chr17_49510233_49518985,2.617205957008024,chr17_47000001_51000000
828,chr17,48000001,52000000,1999935.0,8076231.0,chr17_50159754_50169707,2.013729064224258,chr17_48000001_52000000
829,chr17,49000001,53000000,2038433.0,5689786.0,chr17_51248682_51259969,1.4809138534290427,chr17_49000001_53000000
830,chr17,49000001,53000000,2038433.0,5689786.0,chr17_51773414_51783042,1.4809138534290427,chr17_49000001_53000000
831,chr17,51000001,55000000,1738704.0,1976648.0,chr17_53598827_53619199,0.18504363325459924,chr17_51000001_55000000
832,chr17,51000001,55000000,1738704.0,1976648.0,chr17_53743187_53759584,0.18504363325459924,chr17_51000001_55000000
833,chr17,53000001,57000000,1528174.0,7930349.0,chr17_55287234_55297412,2.375575537694222,chr17_53000001_57000000
834,chr17,54000001,58000000,1574632.0,9305099.0,chr17_56250953_56259986,2.5630067972869575,chr17_54000001_58000000
835,chr17,54000001,58000000,1574632.0,9305099.0,chr17_56904823_56914975,2.5630067972869575,chr17_54000001_58000000
836,chr17,55000001,59000000,1647449.0,9306388.0,chr17_57301064_57311138,2.4979875324085947,chr17_55000001_59000000
837,chr17,56000001,60000000,1770070.0,8849092.0,chr17_58749638_58758013,2.3217230138046374,chr17_56000001_60000000
838,chr17,59000001,63000000,1850553.0,1347863.0,chr17_61242646_61259967,-0.45728259012463846,chr17_59000001_63000000
839,chr17,60000001,64000000,1870306.0,2186864.0,chr17_62686135_62696470,0.22558917450852387,chr17_60000001_64000000
840,chr17,61000001,65000000,1979072.0,3262156.0,chr17_63749417_63759986,0.7210016754350428,chr17_61000001_65000000
841,chr17,64000001,68000000,2036192.0,6869519.0,chr17_66251012_66259999,1.7543354810282201,chr17_64000001_68000000
842,chr17,65000001,69000000,1981067.0,6472055.0,chr17_67457809_67466771,1.707946194721192,chr17_65000001_69000000
843,chr17,66000001,70000000,1938181.0,5974169.0,chr17_68750406_68759997,1.6240347445076502,chr17_66000001_70000000
844,chr17,69000001,73000000,1928589.0,5534006.0,chr17_71252612_71259966,1.5207784835258797,chr17_69000001_73000000
845,chr17,71000001,75000000,1914596.0,5931053.0,chr17_73248077_73256261,1.6312482634395478,chr17_71000001_75000000
846,chr17,71000001,75000000,1914596.0,5931053.0,chr17_73751388_73759983,1.6312482634395478,chr17_71000001_75000000
847,chr17,71000001,75000000,1914596.0,5931053.0,chr17_73913910_73922684,1.6312482634395478,chr17_71000001_75000000
848,chr17,73000001,77000000,1778929.0,3470334.0,chr17_75491357_75502189,0.964065589307787,chr17_73000001_77000000
849,chr17,74000001,78000000,1739169.0,2232882.0,chr17_76243501_76259979,0.3605088815523085,chr17_74000001_78000000
850,chr17,76000001,80000000,1859229.0,3041436.0,chr17_78748158_78759953,0.7100481693516159,chr17_76000001_80000000
851,chr17,78000001,82000000,2005020.0,4691058.0,chr17_80173968_80184698,1.226296710770102,chr17_78000001_82000000
852,chr17,79000001,83000000,1968013.0,3647874.0,chr17_81246004_81259969,0.8903161480712797,chr17_79000001_83000000
853,chr17,81000001,85000000,1919658.0,6837112.0,chr17_83568673_83578433,1.832537750570762,chr17_81000001_85000000
854,chr17,81000001,85000000,1919658.0,6837112.0,chr17_83749140_83759740,1.832537750570762,chr17_81000001_85000000
855,chr17,82000001,86000000,1923099.0,8987336.0,chr17_84495097_84507590,2.224460505961038,chr17_82000001_86000000
856,chr17,82000001,86000000,1923099.0,8987336.0,chr17_84903230_84914445,2.224460505961038,chr17_82000001_86000000
857,chr17,84000001,88000000,1984794.0,11508580.0,chr17_86251941_86259784,2.5356486515679224,chr17_84000001_88000000
858,chr17,86000001,90000000,1936974.0,7833716.0,chr17_88752465_88760001,2.015892237645531,chr17_86000001_90000000
859,chr17,87000001,91000000,1929363.0,5128417.0,chr17_89346720_89359845,1.4103889698447205,chr17_87000001_91000000
860,chr17,88000001,92000000,1919598.0,2439604.0,chr17_90081011_90092004,0.34584277143064107,chr17_88000001_92000000
861,chr17,88000001,92000000,1919598.0,2439604.0,chr17_90349499_90361278,0.34584277143064107,chr17_88000001_92000000
862,chr17,89000001,93000000,1807532.0,1083931.0,chr17_91240011_91258866,-0.7377482667347196,chr17_89000001_93000000
863,chr17,91000001,94987270,1590650.0,1009409.0,chr17_93740088_93759688,-0.6561055709497118,chr17_91000001_94987270
864,chr18,1000001,5000000,967583.0,1947824.0,chr18_3740013_3759954,1.0094059982203594,chr18_1000001_5000000
865,chr18,4000001,8000000,1811736.0,3861527.0,chr18_6245525_6256029,1.0917987127221027,chr18_4000001_8000000
866,chr18,4000001,8000000,1811736.0,3861527.0,chr18_6969332_6981478,1.0917987127221027,chr18_4000001_8000000
867,chr18,6000001,10000000,1810751.0,2348331.0,chr18_8751060_8759962,0.375047600293267,chr18_6000001_10000000
868,chr18,9000001,13000000,1844300.0,4423867.0,chr18_11248958_11259646,1.2622346643083495,chr18_9000001_13000000
869,chr18,11000001,15000000,1833516.0,5232489.0,chr18_13751864_13759962,1.5128845179353045,chr18_11000001_15000000
870,chr18,13000001,17000000,1977230.0,3515824.0,chr18_15406622_15415388,0.8303821504616303,chr18_13000001_17000000
871,chr18,13000001,17000000,1977230.0,3515824.0,chr18_15420635_15430854,0.8303821504616303,chr18_13000001_17000000
872,chr18,14000001,18000000,1910846.0,2525492.0,chr18_16249668_16260001,0.4023529592600719,chr18_14000001_18000000
873,chr18,16000001,20000000,1708695.0,1113465.0,chr18_18743382_18759727,-0.6178386906510502,chr18_16000001_20000000
874,chr18,19000001,23000000,1870540.0,2463977.0,chr18_21177743_21186774,0.39753397215812314,chr18_19000001_23000000
875,chr18,19000001,23000000,1870540.0,2463977.0,chr18_21252243_21259983,0.39753397215812314,chr18_19000001_23000000
876,chr18,21000001,25000000,2055073.0,3970900.0,chr18_23751547_23759968,0.950276387613153,chr18_21000001_25000000
877,chr18,22000001,26000000,2014451.0,4766088.0,chr18_24115969_24126881,1.2424188759324277,chr18_22000001_26000000
878,chr18,22000001,26000000,2014451.0,4766088.0,chr18_24451335_24462709,1.2424188759324277,chr18_22000001_26000000
879,chr18,22000001,26000000,2014451.0,4766088.0,chr18_24800347_24810452,1.2424188759324277,chr18_22000001_26000000
880,chr18,24000001,28000000,2075430.0,4083511.0,chr18_26246003_26259974,0.9763998403687619,chr18_24000001_28000000
881,chr18,26000001,30000000,2054060.0,1004286.0,chr18_28740801_28759965,-1.0323081463513735,chr18_26000001_30000000
882,chr18,29000001,33000000,1988598.0,3606938.0,chr18_31244964_31259982,0.8590229634382359,chr18_29000001_33000000
883,chr18,29000001,33000000,1988598.0,3606938.0,chr18_31961025_31969298,0.8590229634382359,chr18_29000001_33000000
884,chr18,30000001,34000000,1939404.0,4437575.0,chr18_32971777_32983929,1.1941581382741222,chr18_30000001_34000000
885,chr18,31000001,35000000,1961438.0,5763068.0,chr18_33751923_33759934,1.554925309252895,chr18_31000001_35000000
886,chr18,32000001,36000000,2001613.0,7167469.0,chr18_34090127_34119488,1.840300695075341,chr18_32000001_36000000
887,chr18,33000001,37000000,1999762.0,7736615.0,chr18_35508080_35521764,1.951874173199613,chr18_33000001_37000000
888,chr18,34000001,38000000,1969090.0,8083103.0,chr18_36248668_36259903,2.0373801783762056,chr18_34000001_38000000
889,chr18,34000001,38000000,1969090.0,8083103.0,chr18_36696553_36715247,2.0373801783762056,chr18_34000001_38000000
890,chr18,35000001,39000000,1946126.0,9089690.0,chr18_37167447_37178559,2.2236259737552784,chr18_35000001_39000000
891,chr18,36000001,40000000,1995310.0,7723048.0,chr18_38751504_38759752,1.9525574307816806,chr18_36000001_40000000
892,chr18,37000001,41000000,2067879.0,5903978.0,chr18_39914534_39926041,1.5135355753166277,chr18_37000001_41000000
893,chr18,39000001,43000000,2150305.0,3157965.0,chr18_41249297_41259897,0.5544538750835363,chr18_39000001_43000000
894,chr18,39000001,43000000,2150305.0,3157965.0,chr18_41779834_41796831,0.5544538750835363,chr18_39000001_43000000
895,chr18,40000001,44000000,2106483.0,2460765.0,chr18_42097387_42108738,0.22427061585954788,chr18_40000001_44000000
896,chr18,41000001,45000000,2053263.0,2895165.0,chr18_43745050_43759978,0.4957271396501661,chr18_41000001_45000000
897,chr18,43000001,47000000,2000711.0,2876517.0,chr18_45614973_45625314,0.5238102095224145,chr18_43000001_47000000
898,chr18,44000001,48000000,1982626.0,3209109.0,chr18_46187426_46201168,0.6947602376546547,chr18_44000001_48000000
899,chr18,44000001,48000000,1982626.0,3209109.0,chr18_46250135_46259783,0.6947602376546547,chr18_44000001_48000000
900,chr18,46000001,50000000,1995131.0,2775192.0,chr18_48742932_48758376,0.4761041102137961,chr18_46000001_50000000
901,chr18,47000001,51000000,1951947.0,2177157.0,chr18_49626689_49637493,0.15753156663484752,chr18_47000001_51000000
