,gene,chr,start,end
5352,Crybb3,chr5,113075838,113081584
5353,Crybg3,chr16,59490774,59555752
5354,Cryga,chr1,65100388,65103373
5355,Crygb,chr1,65080218,65082288
5356,Crygc,chr1,65071524,65073689
5357,Crygd,chr1,65061871,65063452
5358,Cryge,chr1,65048553,65051149
5359,Crygf,chr1,65926519,65928307
5360,Crygn,chr5,24751002,24758008
5361,Crygs,chr16,22805202,22811410
5362,Cryl1,chr14,57275033,57398483
5363,Crym,chr7,120186379,120202111
5364,Cryz,chr3,154596710,154623182
5365,Cryzl1,chr16,91689321,91728975
5366,Cs,chr10,128337831,128362479
5367,Csad,chr15,102176997,102189043
5368,Csdc2,chr15,81936758,81950941
5369,Csde1,chr3,103020425,103058186
5370,Cse1l,chr2,166906039,166946389
5371,Csf1,chr3,107741047,107760469
5372,Csf1r,chr18,61105571,61132149
5373,Csf2,chr11,54247270,54249667
5374,Csf2ra,chr19,61224401,61228418
5375,Csf2rb,chr15,78325989,78351000
5376,Csf2rb2,chr15,78282516,78305603
5377,Csf3,chr11,98701262,98703629
5378,Csf3r,chr4,126024549,126044440
5379,Csgalnact1,chr8,68356780,68735146
5380,Csgalnact2,chr6,118107451,118139140
5381,Csk,chr9,57626646,57645653
5382,Csl,chr10,99757704,99759658
5383,Csmd1,chr8,15892536,17535586
5384,Csmd2,chr4,127987856,128567656
5385,Csmd2os,chr4,128133522,128166967
5386,Csmd3,chr15,47580636,48792063
5387,Csn1s1,chr5,87666207,87682578
5388,Csn1s2a,chr5,87774566,87788797
5389,Csn1s2b,chr5,87808081,87824426
5390,Csn2,chr5,87692623,87699630
5391,Csn3,chr5,87925578,87932665
5392,Csnk1a1,chr18,61555273,61590061
5393,Csnk1d,chr11,120961748,120991330
5394,Csnk1e,chr15,79417855,79443919
5395,Csnk1g1,chr9,65908923,66045015
5396,Csnk1g2,chr10,80622779,80640771
5397,Csnk2a1,chr2,152226838,152281852
5398,Csnk2a2,chr8,95446095,95488820
5399,Csnk2b,chr17,35116195,35122053
5400,Csnka2ip,chr16,64477805,64602408
5401,Cspg4,chr9,56865103,56899870
5402,Cspg5,chr9,110243782,110262576
5403,Cspp1,chr1,10037986,10136768
5404,Csrnp1,chr9,119971165,119977250
5405,Csrnp2,chr15,100479569,100495239
5406,Csrnp3,chr2,65845766,66031546
5407,Csrp1,chr1,135720060,135752232
5408,Csrp2,chr10,110920176,110939599
5409,Csrp2bp,chr2,144368982,144407676
5410,Csrp3,chr7,48830397,48848033
5411,Cst10,chr2,149405056,149410293
5412,Cst11,chr2,148768608,148771497
5413,Cst12,chr2,148789360,148793546
5414,Cst13,chr2,148820080,148830410
5415,Cst3,chr2,148871721,148875692
5416,Cst6,chr19,5344704,5349574
5417,Cst7,chr2,150570414,150578944
5418,Cst8,chr2,148798784,148805595
5419,Cst9,chr2,148835146,148838738
5420,Csta1,chr16,36119945,36131241
5421,Cstad,chr2,30595039,30608943
5422,Cstb,chr10,78425669,78427619
5423,Cstf1,chr2,172370680,172382448
5424,Cstf2,chrX,134059186,134086819
5425,Cstf2t,chr19,31082840,31086590
5426,Cstf3,chr2,104590522,104665429
5427,Cstl1,chr2,148750357,148755433
5428,Ctag2,chrX,65047643,65049014
5429,Ctage5,chr12,59129719,59191583
5430,Ctbp1,chr5,33247722,33274994
5431,Ctbp2,chr7,132987562,133124354
5432,Ctbs,chr3,146449794,146465849
5433,Ctc1,chr11,69015910,69036473
5434,Ctcf,chr8,105636567,105682922
5435,Ctcflos,chr2,173110817,173133204
5436,Ctdnep1,chr11,69981155,69990601
5437,Ctdp1,chr18,80407958,80469695
5438,Ctdsp1,chr1,74391508,74397285
5439,Ctdsp2,chr10,126978716,126999975
5440,Ctdspl,chr9,118926452,119043998
5441,Ctdspl2,chr2,121956000,122013642
5442,Ctf1,chr7,127712735,127718192
5443,Ctf2,chr7,127718105,127732166
5444,Ctgf,chr10,24595441,24598683
5445,Cth,chr3,157894247,157925077
5446,Cthrc1,chr15,39076931,39087121
5447,Ctla2a,chr13,60934154,60936625
5448,Ctla2b,chr13,60895350,60897447
5449,Ctla4,chr1,60886999,60915832
5450,Ctnna1,chr18,35118887,35254773
5451,Ctnna2,chr6,76881636,77979699
5452,Ctnna3,chr10,63430097,65003667
5453,Ctnnal1,chr4,56810934,56865188
5454,Ctnnb1,chr9,120929215,120960507
5455,Ctnnbip1,chr4,149518235,149566437
5456,Ctnnbl1,chr2,157737400,157891614
5457,Ctnnd1,chr2,84600070,84650765
5458,Ctnnd2,chr15,30172592,31029311
5459,Ctns,chr11,73183595,73199042
5460,Ctps,chr4,120539867,120570276
5461,Ctps2,chrX,162901237,163032508
5462,Ctr9,chr7,111028950,111056377
5463,Ctrb1,chr8,111686509,111691010
5464,Ctrc,chr4,141814961,141846359
5465,Ctrcos,chr4,141844320,141846990
5466,Ctrl,chr8,105931993,105933862
5467,Cts3,chr13,61564630,61570127
5468,Cts6,chr13,61195131,61203410
5469,Cts7,chr13,61352460,61358170
5470,Cts8,chr13,61246746,61255348
5471,Ctsa,chr2,164832872,164841032
5472,Ctsb,chr14,63122461,63145919
5473,Ctsc,chr7,88278084,88310888
5474,Ctsd,chr7,142375910,142388038
5475,Ctse,chr1,131638305,131675505
5476,Ctsf,chr19,4855128,4860912
5477,Ctsg,chr14,56099880,56102574
5478,Ctsh,chr9,90054151,90076089
5479,Ctsj,chr13,61000277,61005916
5480,Ctsk,chr3,95499255,95509362
5481,Ctsl,chr13,64363213,64370306
5482,Ctsll3,chr13,60798249,60802844
5483,Ctsm,chr13,61536443,61541839
5484,Ctso,chr3,81932600,81956725
5485,Ctsq,chr13,61035026,61040631
5486,Ctsr,chr13,61159213,61164256
5487,Ctss,chr3,95526785,95556403
5488,Ctsw,chr19,5465239,5468498
5489,Ctsz,chr2,174427492,174439039
5490,Cttn,chr7,144435732,144471009
5491,Cttnbp2,chr6,18366477,18514843
5492,Cttnbp2nl,chr3,105001914,105053146
5493,Ctu1,chr7,43672015,43678298
5494,Ctu2,chr8,122476142,122484138
5495,Ctxn1,chr8,4257659,4259274
5496,Ctxn2,chr2,125136691,125147839
5497,Ctxn3,chr18,57468515,57478133
5498,Cubn,chr2,13276337,13491813
5499,Cuedc1,chr11,88098057,88194140
5500,Cul1,chr6,47453397,47526139
5501,Cul2,chr18,3382987,3436377
5502,Cul3,chr1,80264922,80340480
5503,Cul4a,chr8,13105620,13147940
5504,Cul4b,chrX,38533273,38576196
5505,Cul5,chr9,53614581,53670014
5506,Cul7,chr17,46650336,46664364
5507,Cul9,chr17,46500571,46546388
5508,Cuta,chr17,26937972,26939478
5509,Cutal,chr2,34874395,34892132
5510,Cutc,chr19,43752995,43768638
5511,Cux1,chr5,136248134,136567490
5512,Cux2,chr5,121856365,122050102
5513,Cuzd1,chr7,131308553,131322292
5514,Cwc15,chr9,14500616,14510577
5515,Cwc22,chr2,77881158,77946375
5516,Cwc25,chr11,97745480,97766556
5517,Cwc27,chr13,104631139,104817142
5518,Cwf19l1,chr19,44108643,44135876
5519,Cwf19l2,chr9,3404084,3479236
5520,Cwh43,chr5,73406074,73453435
5521,Cx3cl1,chr8,94772008,94782423
5522,Cx3cr1,chr9,119901615,120068283
5523,Cxadr,chr16,78301495,78359785
5524,Cxcl1,chr5,90891240,90893115
5525,Cxcl10,chr5,92346637,92348889
5526,Cxcl11,chr5,92359543,92365485
5527,Cxcl12,chr6,117168534,117181367
5528,Cxcl13,chr5,95956950,95961068
5529,Cxcl14,chr13,56288646,56296551
5530,Cxcl15,chr5,90794533,90803067
5531,Cxcl16,chr11,70453982,70459984
5532,Cxcl17,chr7,25400052,25412886
5533,Cxcl2,chr5,90903870,90905938
5534,Cxcl3,chr5,90786102,90789600
5535,Cxcl5,chr5,90759359,90761624
5536,Cxcl9,chr5,92321346,92328079
5537,Cxcr1,chr1,74191784,74194631
5538,Cxcr2,chr1,74153988,74161246
5539,Cxcr3,chrX,101731534,101734269
5540,Cxcr4,chr1,128588198,128592293
5541,Cxcr5,chr9,44511787,44556391
5542,Cxcr6,chr9,123806476,123811754
5543,Cxx1a,chrX,53642487,53643682
5544,Cxx1b,chrX,53669176,53670408
5545,Cxx1c,chrX,53608031,53608432
5546,Cxxc1,chr18,74216130,74221491
5547,Cxxc4,chr3,134236483,134262161
5548,Cxxc5,chr18,35829817,35861687
5549,Cyb561,chr11,105933701,105953336
5550,Cyb561d1,chr3,108195686,108201212
5551,Cyb561d2,chr9,107539006,107542193
5552,Cyb5a,chr18,84851337,84880401
5553,Cyb5b,chr8,107150660,107187470
5554,Cyb5d1,chr11,69391924,69395631
5555,Cyb5d2,chr11,72777231,72796142
5556,Cyb5r1,chr1,134405558,134411740
5557,Cyb5r2,chr7,107748454,107758032
5558,Cyb5r3,chr15,83153493,83172592
5559,Cyb5r4,chr9,87022013,87077774
5560,Cyb5rl,chr4,107066987,107088268
5561,Cyba,chr8,122424771,122432940
5562,Cybb,chrX,9435251,9487771
5563,Cybrd1,chr2,71117922,71142926
5564,Cyc1,chr15,76343522,76345934
5565,Cycs,chr6,50562562,50566538
5566,Cyct,chr2,76353941,76360450
5567,Cyfip1,chr7,55841744,55932602
5568,Cyfip2,chr11,46193849,46312859
5569,Cygb,chr11,116645594,116654313
5570,Cyhr1,chr15,76643394,76660117
5571,Cylc1,chrX,111110417,111125854
5572,Cylc2,chr4,51216677,51230272
5573,Cyld,chr8,88697027,88751945
5574,Cym,chr3,107211292,107221732
5575,Cyp11a1,chr9,58006410,58027023
5576,Cyp11b1,chr15,74834124,74841643
5577,Cyp11b2,chr15,74851009,74856318
5578,Cyp17a1,chr19,46667164,46672974
5579,Cyp19a1,chr9,54165936,54193442
5580,Cyp1a1,chr9,57697612,57703822
5581,Cyp1a2,chr9,57676936,57683655
5582,Cyp1b1,chr17,79706952,79715041
5583,Cyp20a1,chr1,60343322,60388060
5584,Cyp21a1,chr17,34801347,34804561
5585,Cyp24a1,chr2,170482707,170497145
5586,Cyp26a1,chr19,37697807,37701528
5587,Cyp26b1,chr6,84571413,84593908
5588,Cyp26c1,chr19,37685580,37693398
5589,Cyp27a1,chr1,74713573,74737892
5590,Cyp27b1,chr10,127048249,127053006
5591,Cyp2a12,chr7,27029080,27037375
5592,Cyp2a22,chr7,26931630,26939384
5593,Cyp2a4,chr7,26307168,26315088
5594,Cyp2a5,chr7,26835304,26843548
5595,Cyp2ab1,chr16,20308386,20323065
5596,Cyp2b10,chr7,25897619,25926624
5597,Cyp2b13,chr7,26061496,26096197
5598,Cyp2b19,chr7,26757141,26772630
5599,Cyp2b9,chr7,26173410,26210661
5600,Cyp2c29,chr19,39269404,39330713
5601,Cyp2c37,chr19,39992423,40012243
5602,Cyp2c38,chr19,39389555,39463075
5603,Cyp2c39,chr19,39510861,39568529
5604,Cyp2c40,chr19,39767070,39812814
5605,Cyp2c44,chr19,44005021,44029247
5606,Cyp2c50,chr19,40089687,40113950
5607,Cyp2c53-ps,chr19,39229253,39274985
5608,Cyp2c54,chr19,40037940,40073811
5609,Cyp2c55,chr19,39007018,39042693
5610,Cyp2c65,chr19,39061014,39093944
5611,Cyp2c66,chr19,39113897,39187072
5612,Cyp2c67,chr19,39608841,39649051
5613,Cyp2c68,chr19,39688833,39741054
5614,Cyp2c70,chr19,40153352,40187333
5615,Cyp2d10,chr15,82402845,82407194
5616,Cyp2d11,chr15,82389153,82394022
5617,Cyp2d12,chr15,82555107,82559413
5618,Cyp2d22,chr15,82370527,82380260
5619,Cyp2d26,chr15,82790106,82794245
5620,Cyp2d34,chr15,82615964,82620907
5621,Cyp2d37-ps,chr15,82689133,82690499
5622,Cyp2d40,chr15,82759834,82764183
5623,Cyp2d9,chr15,82452376,82456827
5624,Cyp2e1,chr7,140763738,140774987
5625,Cyp2f2,chr7,27119908,27133660
5626,Cyp2g1,chr7,26808891,26821205
5627,Cyp2j11,chr4,96294507,96348662
5628,Cyp2j12,chr4,96099317,96141152
5629,Cyp2j13,chr4,96027533,96077546
5630,Cyp2j5,chr4,96628772,96664154
5631,Cyp2j6,chr4,96516137,96553661
5632,Cyp2j9,chr4,96568428,96591578
5633,Cyp2r1,chr7,114549681,114562972
5634,Cyp2s1,chr7,25802474,25816913
5635,Cyp2u1,chr3,131288440,131303227
5636,Cyp39a1,chr17,43667424,43751431
5637,Cyp3a11,chr5,145854425,145879964
5638,Cyp3a13,chr5,137892931,137921619
5639,Cyp3a16,chr5,145436308,145469723
5640,Cyp3a25,chr5,145977193,146009618
5641,Cyp3a41a,chr5,145694048,145720136
5642,Cyp3a41b,chr5,145558663,145584730
5643,Cyp3a44,chr5,145773982,145805874
5644,Cyp46a1,chr12,108334376,108362231
5645,Cyp4a10,chr4,115518263,115533649
5646,Cyp4a12a,chr4,115299045,115332815
5647,Cyp4a12b,chr4,115411623,115439034
5648,Cyp4a14,chr4,115486199,115496142
5649,Cyp4b1,chr4,115624724,115647723
5650,Cyp4f13,chr17,32924687,32947402
5651,Cyp4f14,chr17,32905070,32917342
5652,Cyp4f15,chr17,32685626,32703352
5653,Cyp4f16,chr17,32536557,32551798
5654,Cyp4f18,chr8,71988481,72009626
5655,Cyp4f37,chr17,32621318,32636184
5656,Cyp4f39,chr17,32468461,32492479
5657,Cyp4f40,chr17,32659409,32676687
5658,Cyp4v3,chr8,45304943,45333216
5659,Cyp4x1,chr4,115106322,115134281
5660,Cyp4x1os,chr4,115133831,115137864
5661,Cyp51,chr5,4081144,4104746
5662,Cyp7a1,chr4,6265611,6275633
5663,Cyp7b1,chr3,18071949,18243338
5664,Cyp8b1,chr9,121914355,121916305
5665,Cypt1,chrX,16522868,16523689
5666,Cypt12,chr3,17948409,17948959
5667,Cypt14,chrX,39862918,39863604
5668,Cypt15,chrX,39346266,39346963
5669,Cypt2,chrX,105499771,105500639
5670,Cypt3,chrX,153558592,153559429
5671,Cypt4,chr9,24625184,24625827
5672,Cyr61,chr3,145646975,145649981
5673,Cys1,chr12,24665837,24681813
5674,Cysltr1,chrX,106574345,106603679
5675,Cysltr2,chr14,73029127,73049114
5676,Cysrt1,chr2,25238817,25242452
5677,Cystm1,chr18,36345618,36402980
5678,Cyth1,chr11,118132018,118248592
5679,Cyth2,chr7,45806636,45814581
5680,Cyth3,chr5,143622446,143710250
5681,Cyth4,chr15,78597046,78622019
5682,Cytip,chr2,58129136,58195532
5683,Cytl1,chr5,37735518,37739820
5684,Cyyr1,chr16,85421532,85553397
5685,D030018L15Rik,chr15,96051615,96079553
5686,D030025E07Rik,chr3,128117014,128231606
5687,D030025P21Rik,chr12,84875768,84878132
5688,D030028A08Rik,chr11,96916269,96965060
5689,D030040B21Rik,chr1,16657551,16662278
5690,D030044L04Rik,chr6,117160772,117162808
5691,D030046N08Rik,chr18,84719003,84720775
5692,D030047H15Rik,chr7,4126339,4136926
5693,D030055H07Rik,chr9,106148686,106160201
5694,D030056L22Rik,chr19,18713192,18718428
5695,D030068K23Rik,chr8,109075221,109273811
5696,D10Jhu81e,chr10,78162066,78169768
5697,D10Wsu102e,chr10,83360220,83488505
5698,D11Wsu47e,chr11,113684411,113694647
5699,D130017N08Rik,chr5,143758353,143768575
5700,D130020L05Rik,chr12,101082480,101088927
5701,D130040H23Rik,chr8,69300775,69303162
5702,D130043K22Rik,chr13,24845134,24901270
5703,D130052B06Rik,chr11,33599301,33625618
5704,D130058E05Rik,chr1,89930233,89933290
5705,D13Ertd608e,chr13,119836005,119846570
5706,D16Ertd472e,chr16,78544011,78576657
5707,D17Wsu92e,chr17,27751231,27820558
5708,D1Ertd622e,chr1,97606317,97662074
5709,D1Pas1,chr1,186967415,186970627
5710,D230017M19Rik,chr1,72236464,72274869
5711,D230025D16Rik,chr8,105225144,105253053
5712,D2Wsu81e,chr2,30173452,30178459
5713,D2hgdh,chr1,93824908,93852348
5714,D330020A13Rik,chr6,120294363,120295432
5715,D330023K18Rik,chr2,31146456,31152291
5716,D330041H03Rik,chr17,24404648,24414542
5717,D330045A20Rik,chrX,139480366,139554582
5718,D330050G23Rik,chr2,116900151,116912791
5719,D3Ertd254e,chr3,36151016,36170342
5720,D3Ertd751e,chr3,41742610,41803320
5721,D430018E03Rik,chr5,142874076,142878373
5722,D430019H16Rik,chr12,105453855,105493095
5723,D430036J16Rik,chr9,81631550,81645156
5724,D430040D24Rik,chr1,36557700,36565613
5725,D430041D05Rik,chr2,104143072,104410334
5726,D430042O09Rik,chr7,125707887,125874793
5727,D530049I02Rik,chr1,73398967,73430790
5728,D5Ertd577e,chr5,95456805,95485587
5729,D5Ertd579e,chr5,36600484,36696024
5730,D5Ertd605e,chr5,147418600,147423044
5731,D5Ertd615e,chr5,45009170,45424402
5732,D630003M21Rik,chr2,158182532,158229222
5733,D630008O14Rik,chr1,106541942,106575045
5734,D630011A20Rik,chr8,12554271,12573320
5735,D630014O11Rik,chr17,73635590,73640220
5736,D630023F18Rik,chr1,65105284,65123214
5737,D630024D03Rik,chr11,31790112,31824524
5738,D630029K05Rik,chr10,116964706,116969105
5739,D630036H23Rik,chr12,36381241,36382181
5740,D630039A03Rik,chr4,57908482,57916297
5741,D630044L22Rik,chr17,25951471,25963610
5742,D630045J12Rik,chr6,38123173,38254009
5743,D6Ertd474e,chr6,143245887,143297272
5744,D6Ertd527e,chr6,87104745,87112997
5745,D6Wsu163e,chr6,126939961,126975967
5746,D730001G18Rik,chr15,74770907,74778859
5747,D730003I15Rik,chr1,191224453,191226140
5748,D730045A05Rik,chr18,74017906,74020088
5749,D730045B01Rik,chr5,151367719,151428210
5750,D730048I06Rik,chr9,35788049,35790112
5751,D7Ertd443e,chr7,134265778,134385661
5752,D830026I12Rik,chr6,17197750,17210152
5753,D830030K20Rik,chr14,3224439,3234351
5754,D830032E09Rik,chr1,107917258,108028337
5755,D830039M14Rik,chr10,61475244,61476937
5756,D830044D21Rik,chr14,31906527,31929879
5757,D830044I16Rik,chr7,126971721,126976098
5758,D8Ertd738e,chr8,84246237,84249719
5759,D8Ertd82e,chr8,36094827,36147787
5760,D930007J09Rik,chr13,32802456,32802849
5761,D930007P13Rik,chr15,103123069,103146828
5762,D930015E06Rik,chr3,83897654,84040175
5763,D930015M05Rik,chr2,92408891,92432308
5764,D930016D06Rik,chr5,104525734,104554207
5765,D930019O06Rik,chr1,39650175,39657390
5766,D930020B18Rik,chr10,121641587,121692892
5767,D930028M14Rik,chr7,25152456,25156627
5768,D930030I03Rik,chr16,38451981,38453493
5769,D930032P07Rik,chr19,28678223,28720027
5770,D930048G16Rik,chr17,23790531,23794241
5771,D930048N14Rik,chr11,51650953,51657681
5772,DXBay18,chrX,73137231,73149450
5773,Daam1,chr12,71831077,71992367
5774,Daam2,chr17,49456021,49564337
5775,Dab1,chr4,103619358,104744844
5776,Dab2,chr15,6299787,6440712
5777,Dab2ip,chr2,35558265,35730994
5778,Dach1,chr14,97786852,98169765
5779,Dach2,chrX,113297509,113836386
5780,Dact1,chr12,71309883,71320107
5781,Dact2,chr17,14195230,14203831
5782,Dact3,chr7,16875316,16887462
5783,Dad1,chr14,54235478,54254104
5784,Dag1,chr9,108204633,108263958
5785,Dagla,chr19,10245264,10304877
5786,Daglb,chr5,143464583,143505942
5787,Dalrd3,chr9,108569885,108572774
5788,Dancr,chr5,74093059,74095406
5789,Dand5,chr8,84815404,84822823
5790,Dao,chr5,114003702,114025682
5791,Dap,chr15,31224313,31274341
5792,Dap3,chr3,88920802,88951181
5793,Dapk1,chr13,60601946,60763185
5794,Dapk2,chr9,66158222,66272242
5795,Dapk3,chr10,81183006,81193197
5796,Dapl1,chr2,59484652,59505020
5797,Dapp1,chr3,137931006,137981545
5798,Dars,chr1,128363706,128417368
5799,Dars2,chr1,161040600,161070658
5800,Daw1,chr1,83159751,83210574
5801,Daxx,chr17,33909413,33915589
5802,Dazap1,chr10,80261485,80288408
5803,Dazap2,chr15,100615627,100620731
5804,Dazl,chr17,50279393,50293599
5805,Dbf4,chr5,8396972,8422716
5806,Dbh,chr2,27165232,27183200
5807,Dbhos,chr2,27144897,27162703
5808,Dbi,chr1,120113279,120121078
5809,Dbil5,chr11,76217607,76218666
5810,Dbn1,chr13,55473428,55488111
5811,Dbndd1,chr8,123504717,123515463
5812,Dbndd2,chr2,164486105,164493319
5813,Dbnl,chr11,5788487,5800962
5814,Dbp,chr7,45705087,45710203
5815,Dbpht2,chr12,74297473,74300468
5816,Dbr1,chr9,99575798,99584501
5817,Dbt,chr3,116513069,116549981
5818,Dbx1,chr7,49631498,49636849
5819,Dbx2,chr15,95623562,95655960
5820,Dcaf10,chr4,45342100,45379759
5821,Dcaf11,chr14,55560005,55570065
5822,Dcaf12,chr4,41291299,41314889
5823,Dcaf12l1,chrX,44786569,44790197
5824,Dcaf12l2,chrX,44365457,44368342
5825,Dcaf13,chr15,39112864,39146856
5826,Dcaf15,chr8,84097071,84104768
5827,Dcaf17,chr2,71055327,71099142
5828,Dcaf5,chr12,80335846,80436601
5829,Dcaf6,chr1,165328697,165460475
5830,Dcaf7,chr11,106036871,106059324
5831,Dcaf8,chr1,172148083,172197005
5832,Dcakd,chr11,102994046,103028333
5833,Dcbld1,chr10,52233618,52321378
5834,Dcbld2,chr16,58408442,58469727
5835,Dcc,chr18,71258737,72351069
5836,Dcdc2a,chr13,25056003,25210706
5837,Dcdc2c,chr12,28437794,28552303
5838,Dcdc5,chr2,106003335,106406151
5839,Dchs1,chr7,105752989,105787654
5840,Dck,chr5,88764995,88783281
5841,Dclk1,chr3,55242363,55539068
5842,Dclk2,chr3,86786150,86920852
5843,Dclk3,chr9,111439080,111489118
5844,Dclre1a,chr19,56529166,56548222
5845,Dclre1b,chr3,103800604,103809444
5846,Dclre1c,chr2,3424130,3464130
5847,Dcn,chr10,97479499,97518162
5848,Dcp1a,chr14,30479564,30527056
5849,Dcp1b,chr6,119175252,119221616
5850,Dcp2,chr18,44380501,44424969
5851,Dcpp1,chr17,23880875,23882853
5852,Dcpp2,chr17,23880879,23900787
5853,Dcpp3,chr17,23917457,23919441
5854,Dcps,chr9,35124407,35176061
5855,Dcst1,chr3,89350218,89365253
5856,Dcstamp,chr15,39745931,39760934
5857,Dct,chr14,118012791,118052246
5858,Dctd,chr8,48099091,48153233
5859,Dctn1,chr6,83165919,83200117
5860,Dctn2,chr10,127266261,127281959
5861,Dctn3,chr4,41714797,41723170
5862,Dctn4,chr18,60526220,60558762
5863,Dctn5,chr7,122133040,122149044
5864,Dctn6,chr8,34090419,34108796
5865,Dctpp1,chr7,127256958,127260709
5866,Dcun1d1,chr3,35892104,35937445
5867,Dcun1d2,chr8,13255962,13288131
5868,Dcun1d3,chr7,119852795,119896298
5869,Dcun1d4,chr5,73480999,73560794
5870,Dcun1d5,chr9,7184565,7207031
5871,Dcx,chrX,143855841,143933311
5872,Dcxr,chr11,120725398,120727281
5873,Dda1,chr8,71469198,71476098
5874,Ddah1,chr3,145758674,145894277
5875,Ddah2,chr17,35059034,35062095
5876,Ddb1,chr19,10605624,10629813
5877,Ddb2,chr2,91211571,91236982
5878,Ddc,chr11,11814100,11898144
5879,Ddhd1,chr14,45593173,45658143
5880,Ddhd2,chr8,25725345,25754596
5881,Ddi1,chr9,6265027,6266547
5882,Ddi2,chr4,141677548,141723419
5883,Ddias,chr7,92857524,92874247
5884,Ddit3,chr10,127290773,127296288
5885,Ddit4,chr10,59949674,59951770
5886,Ddit4l,chr3,137621611,137628333
5887,Ddn,chr15,98803781,98807925
5888,Ddo,chr10,40630010,40649931
5889,Ddost,chr4,138304729,138312628
5890,Ddr1,chr17,35681566,35704621
5891,Ddr2,chr1,169972306,170110762
5892,Ddrgk1,chr2,130653959,130664659
5893,Ddt,chr10,75771229,75773414
5894,Ddx1,chr12,13219307,13249213
5895,Ddx10,chr9,53098453,53248112
5896,Ddx17,chr15,79527706,79546741
5897,Ddx18,chr1,121553834,121567989
5898,Ddx19a,chr8,110974995,110997800
5899,Ddx19b,chr8,111003187,111031751
5900,Ddx20,chr3,105678269,105687574
5901,Ddx21,chr10,62580247,62602298
5902,Ddx23,chr15,98645133,98662889
5903,Ddx24,chr12,103407975,103425867
5904,Ddx25,chr9,35536646,35558528
5905,Ddx26b,chrX,56454856,56507843
5906,Ddx27,chr2,167015192,167034947
5907,Ddx28,chr8,106009620,106011882
5908,Ddx31,chr2,28840405,28905571
5909,Ddx39,chr8,83715176,83726892
5910,Ddx39b,chr17,35241745,35253707
5911,Ddx3x,chrX,13280969,13294052
5912,Ddx3y,chrY,1260770,1286629
5913,Ddx4,chr13,112598332,112652310
5914,Ddx41,chr13,55530409,55536658
5915,Ddx42,chr11,106216925,106249139
5916,Ddx47,chr6,135011611,135023776
5917,Ddx49,chr8,70292865,70302489
5918,Ddx5,chr11,106780354,106789185
5919,Ddx50,chr10,62616022,62651218
5920,Ddx51,chr5,110653450,110660496
5921,Ddx52,chr11,83942061,83963088
5922,Ddx54,chr5,120612738,120628592
5923,Ddx55,chr5,124552863,124569660
5924,Ddx56,chr11,6258918,6267772
5925,Ddx58,chr4,40203772,40239828
5926,Ddx59,chr1,136415270,136440158
5927,Deaf1,chr7,141297179,141327690
5928,Deb1,chr9,121710388,121712921
5929,Decr1,chr4,15917239,15945507
5930,Decr2,chr17,26081210,26090329
5931,Dedd,chr1,171329144,171342331
5932,Dedd2,chr7,25199914,25220615
5933,Def6,chr17,28207777,28228608
5934,Def8,chr8,123442985,123463270
5935,Defa-rs1,chr8,21325886,21327020
5936,Defa-rs7,chr8,21191613,21192549
5937,Defa17,chr8,21655779,21656735
